GENE	symbol	PATHWAY	NAME
408	ARRB1	hsa04740	Olfactory transduction
408	ARRB1	hsa04926	Relaxin signaling pathway
408	ARRB1	hsa04928	Parathyroid hormone synthesis, secretion and action
408	ARRB1	hsa05032	Morphine addiction
409	ARRB2	hsa04010	MAPK signaling pathway
409	ARRB2	hsa04062	Chemokine signaling pathway
409	ARRB2	hsa04144	Endocytosis
409	ARRB2	hsa04340	Hedgehog signaling pathway
409	ARRB2	hsa04728	Dopaminergic synapse
409	ARRB2	hsa04740	Olfactory transduction
409	ARRB2	hsa04926	Relaxin signaling pathway
409	ARRB2	hsa04928	Parathyroid hormone synthesis, secretion and action
409	ARRB2	hsa05032	Morphine addiction
4137	MAPT	hsa04010	MAPK signaling pathway
4137	MAPT	hsa05010	Alzheimer disease
4149	MAX	hsa04010	MAPK signaling pathway
4149	MAX	hsa05200	Pathways in cancer
4149	MAX	hsa05202	Transcriptional misregulation in cancer
4149	MAX	hsa05222	Small cell lung cancer
4208	MEF2C	hsa04010	MAPK signaling pathway
4208	MEF2C	hsa04022	cGMP-PKG signaling pathway
4208	MEF2C	hsa04371	Apelin signaling pathway
4208	MEF2C	hsa04921	Oxytocin signaling pathway
4208	MEF2C	hsa04928	Parathyroid hormone synthesis, secretion and action
4208	MEF2C	hsa05202	Transcriptional misregulation in cancer
4208	MEF2C	hsa05418	Fluid shear stress and atherosclerosis
4214	MAP3K1	hsa04010	MAPK signaling pathway
4214	MAP3K1	hsa04120	Ubiquitin mediated proteolysis
4214	MAP3K1	hsa04530	Tight junction
4214	MAP3K1	hsa04622	RIG-I-like receptor signaling pathway
4214	MAP3K1	hsa04722	Neurotrophin signaling pathway
4214	MAP3K1	hsa04912	GnRH signaling pathway
4214	MAP3K1	hsa05161	Hepatitis B
4214	MAP3K1	hsa05166	Human T-cell leukemia virus 1 infection
4215	MAP3K3	hsa04010	MAPK signaling pathway
4215	MAP3K3	hsa04722	Neurotrophin signaling pathway
4215	MAP3K3	hsa04912	GnRH signaling pathway
4215	MAP3K3	hsa05166	Human T-cell leukemia virus 1 infection
4215	MAP3K3	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
4216	MAP3K4	hsa04010	MAPK signaling pathway
4216	MAP3K4	hsa04912	GnRH signaling pathway
4254	KITLG	hsa04010	MAPK signaling pathway
4254	KITLG	hsa04014	Ras signaling pathway
4254	KITLG	hsa04015	Rap1 signaling pathway
4254	KITLG	hsa04072	Phospholipase D signaling pathway
4254	KITLG	hsa04151	PI3K-Akt signaling pathway
4254	KITLG	hsa04640	Hematopoietic cell lineage
4254	KITLG	hsa04916	Melanogenesis
4254	KITLG	hsa05200	Pathways in cancer
4296	MAP3K11	hsa04010	MAPK signaling pathway
4296	MAP3K11	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
4609	MYC	hsa04010	MAPK signaling pathway
4609	MYC	hsa04012	ErbB signaling pathway
4609	MYC	hsa04110	Cell cycle
4609	MYC	hsa04151	PI3K-Akt signaling pathway
4609	MYC	hsa04218	Cellular senescence
4609	MYC	hsa04310	Wnt signaling pathway
4609	MYC	hsa04350	TGF-beta signaling pathway
4609	MYC	hsa04390	Hippo signaling pathway
4609	MYC	hsa04550	Signaling pathways regulating pluripotency of stem cells
4609	MYC	hsa04630	JAK-STAT signaling pathway
4609	MYC	hsa04919	Thyroid hormone signaling pathway
4609	MYC	hsa05160	Hepatitis C
4609	MYC	hsa05161	Hepatitis B
4609	MYC	hsa05163	Human cytomegalovirus infection
4609	MYC	hsa05166	Human T-cell leukemia virus 1 infection
4609	MYC	hsa05167	Kaposi sarcoma-associated herpesvirus infection
4609	MYC	hsa05169	Epstein-Barr virus infection
4609	MYC	hsa05200	Pathways in cancer
4609	MYC	hsa05202	Transcriptional misregulation in cancer
4609	MYC	hsa05205	Proteoglycans in cancer
4609	MYC	hsa05206	MicroRNAs in cancer
4609	MYC	hsa05210	Colorectal cancer
4609	MYC	hsa05213	Endometrial cancer
4609	MYC	hsa05216	Thyroid cancer
4609	MYC	hsa05219	Bladder cancer
4609	MYC	hsa05220	Chronic myeloid leukemia
4609	MYC	hsa05221	Acute myeloid leukemia
4609	MYC	hsa05222	Small cell lung cancer
4609	MYC	hsa05224	Breast cancer
4609	MYC	hsa05225	Hepatocellular carcinoma
4609	MYC	hsa05226	Gastric cancer
4609	MYC	hsa05230	Central carbon metabolism in cancer
4615	MYD88	hsa04010	MAPK signaling pathway
4615	MYD88	hsa04064	NF-kappa B signaling pathway
4615	MYD88	hsa04620	Toll-like receptor signaling pathway
4615	MYD88	hsa04621	NOD-like receptor signaling pathway
4615	MYD88	hsa05132	Salmonella infection
4615	MYD88	hsa05133	Pertussis
4615	MYD88	hsa05134	Legionellosis
4615	MYD88	hsa05135	Yersinia infection
4615	MYD88	hsa05140	Leishmaniasis
4615	MYD88	hsa05142	Chagas disease (American trypanosomiasis)
4615	MYD88	hsa05143	African trypanosomiasis
4615	MYD88	hsa05144	Malaria
4615	MYD88	hsa05145	Toxoplasmosis
4615	MYD88	hsa05152	Tuberculosis
4615	MYD88	hsa05161	Hepatitis B
4615	MYD88	hsa05162	Measles
4615	MYD88	hsa05164	Influenza A
4615	MYD88	hsa05168	Herpes simplex virus 1 infection
4615	MYD88	hsa05169	Epstein-Barr virus infection
4615	MYD88	hsa05170	Human immunodeficiency virus 1 infection
4615	MYD88	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
4616	GADD45B	hsa04010	MAPK signaling pathway
4616	GADD45B	hsa04064	NF-kappa B signaling pathway
4616	GADD45B	hsa04068	FoxO signaling pathway
4616	GADD45B	hsa04110	Cell cycle
4616	GADD45B	hsa04115	p53 signaling pathway
4616	GADD45B	hsa04210	Apoptosis
4616	GADD45B	hsa04218	Cellular senescence
4616	GADD45B	hsa05169	Epstein-Barr virus infection
4616	GADD45B	hsa05200	Pathways in cancer
4616	GADD45B	hsa05202	Transcriptional misregulation in cancer
4616	GADD45B	hsa05210	Colorectal cancer
4616	GADD45B	hsa05212	Pancreatic cancer
4616	GADD45B	hsa05213	Endometrial cancer
4616	GADD45B	hsa05214	Glioma
4616	GADD45B	hsa05216	Thyroid cancer
4616	GADD45B	hsa05217	Basal cell carcinoma
4616	GADD45B	hsa05218	Melanoma
4616	GADD45B	hsa05220	Chronic myeloid leukemia
4616	GADD45B	hsa05222	Small cell lung cancer
4616	GADD45B	hsa05223	Non-small cell lung cancer
4616	GADD45B	hsa05224	Breast cancer
4616	GADD45B	hsa05225	Hepatocellular carcinoma
4616	GADD45B	hsa05226	Gastric cancer
468	ATF4	hsa04010	MAPK signaling pathway
468	ATF4	hsa04022	cGMP-PKG signaling pathway
468	ATF4	hsa04137	Mitophagy - animal
468	ATF4	hsa04141	Protein processing in endoplasmic reticulum
468	ATF4	hsa04151	PI3K-Akt signaling pathway
468	ATF4	hsa04210	Apoptosis
468	ATF4	hsa04211	Longevity regulating pathway
468	ATF4	hsa04261	Adrenergic signaling in cardiomyocytes
468	ATF4	hsa04668	TNF signaling pathway
468	ATF4	hsa04720	Long-term potentiation
468	ATF4	hsa04722	Neurotrophin signaling pathway
468	ATF4	hsa04725	Cholinergic synapse
468	ATF4	hsa04728	Dopaminergic synapse
468	ATF4	hsa04911	Insulin secretion
468	ATF4	hsa04912	GnRH signaling pathway
468	ATF4	hsa04915	Estrogen signaling pathway
468	ATF4	hsa04918	Thyroid hormone synthesis
468	ATF4	hsa04922	Glucagon signaling pathway
468	ATF4	hsa04925	Aldosterone synthesis and secretion
468	ATF4	hsa04926	Relaxin signaling pathway
468	ATF4	hsa04927	Cortisol synthesis and secretion
468	ATF4	hsa04928	Parathyroid hormone synthesis, secretion and action
468	ATF4	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
468	ATF4	hsa04934	Cushing syndrome
468	ATF4	hsa05030	Cocaine addiction
468	ATF4	hsa05031	Amphetamine addiction
468	ATF4	hsa05034	Alcoholism
468	ATF4	hsa05161	Hepatitis B
468	ATF4	hsa05163	Human cytomegalovirus infection
468	ATF4	hsa05166	Human T-cell leukemia virus 1 infection
468	ATF4	hsa05203	Viral carcinogenesis
468	ATF4	hsa05215	Prostate cancer
4772	NFATC1	hsa04010	MAPK signaling pathway
4772	NFATC1	hsa04022	cGMP-PKG signaling pathway
4772	NFATC1	hsa04024	cAMP signaling pathway
4772	NFATC1	hsa04218	Cellular senescence
4772	NFATC1	hsa04310	Wnt signaling pathway
4772	NFATC1	hsa04380	Osteoclast differentiation
4772	NFATC1	hsa04625	C-type lectin receptor signaling pathway
4772	NFATC1	hsa04650	Natural killer cell mediated cytotoxicity
4772	NFATC1	hsa04658	Th1 and Th2 cell differentiation
4772	NFATC1	hsa04659	Th17 cell differentiation
4772	NFATC1	hsa04660	T cell receptor signaling pathway
4772	NFATC1	hsa04662	B cell receptor signaling pathway
4772	NFATC1	hsa04921	Oxytocin signaling pathway
4772	NFATC1	hsa04933	AGE-RAGE signaling pathway in diabetic complications
4772	NFATC1	hsa05135	Yersinia infection
4772	NFATC1	hsa05161	Hepatitis B
4772	NFATC1	hsa05163	Human cytomegalovirus infection
4772	NFATC1	hsa05166	Human T-cell leukemia virus 1 infection
4772	NFATC1	hsa05167	Kaposi sarcoma-associated herpesvirus infection
4772	NFATC1	hsa05170	Human immunodeficiency virus 1 infection
4772	NFATC1	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
4772	NFATC1	hsa05321	Inflammatory bowel disease (IBD)
4775	NFATC3	hsa04010	MAPK signaling pathway
4775	NFATC3	hsa04022	cGMP-PKG signaling pathway
4775	NFATC3	hsa04218	Cellular senescence
4775	NFATC3	hsa04310	Wnt signaling pathway
4775	NFATC3	hsa04360	Axon guidance
4775	NFATC3	hsa04625	C-type lectin receptor signaling pathway
4775	NFATC3	hsa04658	Th1 and Th2 cell differentiation
4775	NFATC3	hsa04659	Th17 cell differentiation
4775	NFATC3	hsa04660	T cell receptor signaling pathway
4775	NFATC3	hsa04662	B cell receptor signaling pathway
4775	NFATC3	hsa04921	Oxytocin signaling pathway
4775	NFATC3	hsa05135	Yersinia infection
4775	NFATC3	hsa05161	Hepatitis B
4775	NFATC3	hsa05163	Human cytomegalovirus infection
4775	NFATC3	hsa05166	Human T-cell leukemia virus 1 infection
4775	NFATC3	hsa05167	Kaposi sarcoma-associated herpesvirus infection
4775	NFATC3	hsa05170	Human immunodeficiency virus 1 infection
4775	NFATC3	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
4791	NFKB2	hsa04010	MAPK signaling pathway
4791	NFKB2	hsa04064	NF-kappa B signaling pathway
4791	NFKB2	hsa04380	Osteoclast differentiation
4791	NFKB2	hsa04625	C-type lectin receptor signaling pathway
4791	NFKB2	hsa05134	Legionellosis
4791	NFKB2	hsa05166	Human T-cell leukemia virus 1 infection
4791	NFKB2	hsa05169	Epstein-Barr virus infection
4791	NFKB2	hsa05200	Pathways in cancer
4791	NFKB2	hsa05203	Viral carcinogenesis
4791	NFKB2	hsa05224	Breast cancer
4803	NGF	hsa04010	MAPK signaling pathway
4803	NGF	hsa04014	Ras signaling pathway
4803	NGF	hsa04015	Rap1 signaling pathway
4803	NGF	hsa04060	Cytokine-cytokine receptor interaction
4803	NGF	hsa04151	PI3K-Akt signaling pathway
4803	NGF	hsa04210	Apoptosis
4803	NGF	hsa04722	Neurotrophin signaling pathway
4803	NGF	hsa04750	Inflammatory mediator regulation of TRP channels
4804	NGFR	hsa04010	MAPK signaling pathway
4804	NGFR	hsa04014	Ras signaling pathway
4804	NGFR	hsa04015	Rap1 signaling pathway
4804	NGFR	hsa04060	Cytokine-cytokine receptor interaction
4804	NGFR	hsa04151	PI3K-Akt signaling pathway
4804	NGFR	hsa04215	Apoptosis - multiple species
4804	NGFR	hsa04722	Neurotrophin signaling pathway
4804	NGFR	hsa05202	Transcriptional misregulation in cancer
4908	NTF3	hsa04010	MAPK signaling pathway
4908	NTF3	hsa04014	Ras signaling pathway
4908	NTF3	hsa04151	PI3K-Akt signaling pathway
4908	NTF3	hsa04722	Neurotrophin signaling pathway
4909	NTF4	hsa04010	MAPK signaling pathway
4909	NTF4	hsa04014	Ras signaling pathway
4909	NTF4	hsa04151	PI3K-Akt signaling pathway
4909	NTF4	hsa04722	Neurotrophin signaling pathway
4914	NTRK1	hsa04010	MAPK signaling pathway
4914	NTRK1	hsa04014	Ras signaling pathway
4914	NTRK1	hsa04151	PI3K-Akt signaling pathway
4914	NTRK1	hsa04210	Apoptosis
4914	NTRK1	hsa04722	Neurotrophin signaling pathway
4914	NTRK1	hsa04750	Inflammatory mediator regulation of TRP channels
4914	NTRK1	hsa05200	Pathways in cancer
4914	NTRK1	hsa05202	Transcriptional misregulation in cancer
4914	NTRK1	hsa05216	Thyroid cancer
4914	NTRK1	hsa05230	Central carbon metabolism in cancer
4915	NTRK2	hsa04010	MAPK signaling pathway
4915	NTRK2	hsa04014	Ras signaling pathway
4915	NTRK2	hsa04151	PI3K-Akt signaling pathway
4915	NTRK2	hsa04722	Neurotrophin signaling pathway
4915	NTRK2	hsa05034	Alcoholism
5058	PAK1	hsa04010	MAPK signaling pathway
5058	PAK1	hsa04012	ErbB signaling pathway
5058	PAK1	hsa04014	Ras signaling pathway
5058	PAK1	hsa04024	cAMP signaling pathway
5058	PAK1	hsa04062	Chemokine signaling pathway
5058	PAK1	hsa04360	Axon guidance
5058	PAK1	hsa04392	Hippo signaling pathway - multiple species
5058	PAK1	hsa04510	Focal adhesion
5058	PAK1	hsa04625	C-type lectin receptor signaling pathway
5058	PAK1	hsa04650	Natural killer cell mediated cytotoxicity
5058	PAK1	hsa04660	T cell receptor signaling pathway
5058	PAK1	hsa04666	Fc gamma R-mediated phagocytosis
5058	PAK1	hsa04810	Regulation of actin cytoskeleton
5058	PAK1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
5058	PAK1	hsa05170	Human immunodeficiency virus 1 infection
5058	PAK1	hsa05205	Proteoglycans in cancer
5058	PAK1	hsa05211	Renal cell carcinoma
5062	PAK2	hsa04010	MAPK signaling pathway
5062	PAK2	hsa04012	ErbB signaling pathway
5062	PAK2	hsa04014	Ras signaling pathway
5062	PAK2	hsa04360	Axon guidance
5062	PAK2	hsa04510	Focal adhesion
5062	PAK2	hsa04660	T cell receptor signaling pathway
5062	PAK2	hsa04810	Regulation of actin cytoskeleton
5062	PAK2	hsa05170	Human immunodeficiency virus 1 infection
5062	PAK2	hsa05211	Renal cell carcinoma
51135	IRAK4	hsa04010	MAPK signaling pathway
51135	IRAK4	hsa04064	NF-kappa B signaling pathway
51135	IRAK4	hsa04620	Toll-like receptor signaling pathway
51135	IRAK4	hsa04621	NOD-like receptor signaling pathway
51135	IRAK4	hsa04722	Neurotrophin signaling pathway
51135	IRAK4	hsa05133	Pertussis
51135	IRAK4	hsa05135	Yersinia infection
51135	IRAK4	hsa05140	Leishmaniasis
51135	IRAK4	hsa05142	Chagas disease (American trypanosomiasis)
51135	IRAK4	hsa05145	Toxoplasmosis
51135	IRAK4	hsa05152	Tuberculosis
51135	IRAK4	hsa05161	Hepatitis B
51135	IRAK4	hsa05162	Measles
51135	IRAK4	hsa05164	Influenza A
51135	IRAK4	hsa05168	Herpes simplex virus 1 infection
51135	IRAK4	hsa05169	Epstein-Barr virus infection
51135	IRAK4	hsa05170	Human immunodeficiency virus 1 infection
51295	ECSIT	hsa04010	MAPK signaling pathway
51347	TAOK3	hsa04010	MAPK signaling pathway
51378	ANGPT4	hsa04010	MAPK signaling pathway
51378	ANGPT4	hsa04014	Ras signaling pathway
51378	ANGPT4	hsa04015	Rap1 signaling pathway
51378	ANGPT4	hsa04066	HIF-1 signaling pathway
51378	ANGPT4	hsa04151	PI3K-Akt signaling pathway
51701	NLK	hsa04010	MAPK signaling pathway
51701	NLK	hsa04068	FoxO signaling pathway
51701	NLK	hsa04310	Wnt signaling pathway
51701	NLK	hsa04520	Adherens junction
51776	MAP3K20	hsa04010	MAPK signaling pathway
5228	PGF	hsa04010	MAPK signaling pathway
5228	PGF	hsa04014	Ras signaling pathway
5228	PGF	hsa04015	Rap1 signaling pathway
5228	PGF	hsa04151	PI3K-Akt signaling pathway
5228	PGF	hsa04510	Focal adhesion
5228	PGF	hsa05200	Pathways in cancer
5494	PPM1A	hsa04010	MAPK signaling pathway
5495	PPM1B	hsa04010	MAPK signaling pathway
5530	PPP3CA	hsa04010	MAPK signaling pathway
5530	PPP3CA	hsa04020	Calcium signaling pathway
5530	PPP3CA	hsa04022	cGMP-PKG signaling pathway
5530	PPP3CA	hsa04114	Oocyte meiosis
5530	PPP3CA	hsa04218	Cellular senescence
5530	PPP3CA	hsa04310	Wnt signaling pathway
5530	PPP3CA	hsa04360	Axon guidance
5530	PPP3CA	hsa04370	VEGF signaling pathway
5530	PPP3CA	hsa04380	Osteoclast differentiation
5530	PPP3CA	hsa04625	C-type lectin receptor signaling pathway
5530	PPP3CA	hsa04650	Natural killer cell mediated cytotoxicity
5530	PPP3CA	hsa04658	Th1 and Th2 cell differentiation
5530	PPP3CA	hsa04659	Th17 cell differentiation
5530	PPP3CA	hsa04660	T cell receptor signaling pathway
5530	PPP3CA	hsa04662	B cell receptor signaling pathway
5530	PPP3CA	hsa04720	Long-term potentiation
5530	PPP3CA	hsa04724	Glutamatergic synapse
5530	PPP3CA	hsa04728	Dopaminergic synapse
5530	PPP3CA	hsa04921	Oxytocin signaling pathway
5530	PPP3CA	hsa04922	Glucagon signaling pathway
5530	PPP3CA	hsa04924	Renin secretion
5530	PPP3CA	hsa05010	Alzheimer disease
5530	PPP3CA	hsa05014	Amyotrophic lateral sclerosis (ALS)
5530	PPP3CA	hsa05031	Amphetamine addiction
5530	PPP3CA	hsa05152	Tuberculosis
5530	PPP3CA	hsa05163	Human cytomegalovirus infection
5530	PPP3CA	hsa05166	Human T-cell leukemia virus 1 infection
5530	PPP3CA	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5530	PPP3CA	hsa05170	Human immunodeficiency virus 1 infection
5530	PPP3CA	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5532	PPP3CB	hsa04010	MAPK signaling pathway
5532	PPP3CB	hsa04020	Calcium signaling pathway
5532	PPP3CB	hsa04022	cGMP-PKG signaling pathway
5532	PPP3CB	hsa04114	Oocyte meiosis
5532	PPP3CB	hsa04218	Cellular senescence
5532	PPP3CB	hsa04310	Wnt signaling pathway
5532	PPP3CB	hsa04360	Axon guidance
5532	PPP3CB	hsa04370	VEGF signaling pathway
5532	PPP3CB	hsa04380	Osteoclast differentiation
5532	PPP3CB	hsa04625	C-type lectin receptor signaling pathway
5532	PPP3CB	hsa04650	Natural killer cell mediated cytotoxicity
5532	PPP3CB	hsa04658	Th1 and Th2 cell differentiation
5532	PPP3CB	hsa04659	Th17 cell differentiation
5532	PPP3CB	hsa04660	T cell receptor signaling pathway
5532	PPP3CB	hsa04662	B cell receptor signaling pathway
5532	PPP3CB	hsa04720	Long-term potentiation
5532	PPP3CB	hsa04724	Glutamatergic synapse
5532	PPP3CB	hsa04728	Dopaminergic synapse
5532	PPP3CB	hsa04921	Oxytocin signaling pathway
5532	PPP3CB	hsa04922	Glucagon signaling pathway
5532	PPP3CB	hsa04924	Renin secretion
5532	PPP3CB	hsa05010	Alzheimer disease
5532	PPP3CB	hsa05014	Amyotrophic lateral sclerosis (ALS)
5532	PPP3CB	hsa05031	Amphetamine addiction
5532	PPP3CB	hsa05152	Tuberculosis
5532	PPP3CB	hsa05163	Human cytomegalovirus infection
5532	PPP3CB	hsa05166	Human T-cell leukemia virus 1 infection
5532	PPP3CB	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5532	PPP3CB	hsa05170	Human immunodeficiency virus 1 infection
5532	PPP3CB	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5533	PPP3CC	hsa04010	MAPK signaling pathway
5533	PPP3CC	hsa04020	Calcium signaling pathway
5533	PPP3CC	hsa04022	cGMP-PKG signaling pathway
5533	PPP3CC	hsa04114	Oocyte meiosis
5533	PPP3CC	hsa04218	Cellular senescence
5533	PPP3CC	hsa04310	Wnt signaling pathway
5533	PPP3CC	hsa04360	Axon guidance
5533	PPP3CC	hsa04370	VEGF signaling pathway
5533	PPP3CC	hsa04380	Osteoclast differentiation
5533	PPP3CC	hsa04625	C-type lectin receptor signaling pathway
5533	PPP3CC	hsa04650	Natural killer cell mediated cytotoxicity
5533	PPP3CC	hsa04658	Th1 and Th2 cell differentiation
5533	PPP3CC	hsa04659	Th17 cell differentiation
5533	PPP3CC	hsa04660	T cell receptor signaling pathway
5533	PPP3CC	hsa04662	B cell receptor signaling pathway
5533	PPP3CC	hsa04720	Long-term potentiation
5533	PPP3CC	hsa04724	Glutamatergic synapse
5533	PPP3CC	hsa04728	Dopaminergic synapse
5533	PPP3CC	hsa04921	Oxytocin signaling pathway
5533	PPP3CC	hsa04922	Glucagon signaling pathway
5533	PPP3CC	hsa04924	Renin secretion
5533	PPP3CC	hsa05010	Alzheimer disease
5533	PPP3CC	hsa05014	Amyotrophic lateral sclerosis (ALS)
5533	PPP3CC	hsa05031	Amphetamine addiction
5533	PPP3CC	hsa05152	Tuberculosis
5533	PPP3CC	hsa05163	Human cytomegalovirus infection
5533	PPP3CC	hsa05166	Human T-cell leukemia virus 1 infection
5533	PPP3CC	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5533	PPP3CC	hsa05170	Human immunodeficiency virus 1 infection
5533	PPP3CC	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5534	PPP3R1	hsa04010	MAPK signaling pathway
5534	PPP3R1	hsa04020	Calcium signaling pathway
5534	PPP3R1	hsa04022	cGMP-PKG signaling pathway
5534	PPP3R1	hsa04114	Oocyte meiosis
5534	PPP3R1	hsa04218	Cellular senescence
5534	PPP3R1	hsa04310	Wnt signaling pathway
5534	PPP3R1	hsa04360	Axon guidance
5534	PPP3R1	hsa04370	VEGF signaling pathway
5534	PPP3R1	hsa04380	Osteoclast differentiation
5534	PPP3R1	hsa04625	C-type lectin receptor signaling pathway
5534	PPP3R1	hsa04650	Natural killer cell mediated cytotoxicity
5534	PPP3R1	hsa04658	Th1 and Th2 cell differentiation
5534	PPP3R1	hsa04659	Th17 cell differentiation
5534	PPP3R1	hsa04660	T cell receptor signaling pathway
5534	PPP3R1	hsa04662	B cell receptor signaling pathway
5534	PPP3R1	hsa04720	Long-term potentiation
5534	PPP3R1	hsa04724	Glutamatergic synapse
5534	PPP3R1	hsa04921	Oxytocin signaling pathway
5534	PPP3R1	hsa04922	Glucagon signaling pathway
5534	PPP3R1	hsa04924	Renin secretion
5534	PPP3R1	hsa05010	Alzheimer disease
5534	PPP3R1	hsa05014	Amyotrophic lateral sclerosis (ALS)
5534	PPP3R1	hsa05031	Amphetamine addiction
5534	PPP3R1	hsa05152	Tuberculosis
5534	PPP3R1	hsa05163	Human cytomegalovirus infection
5534	PPP3R1	hsa05166	Human T-cell leukemia virus 1 infection
5534	PPP3R1	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5534	PPP3R1	hsa05170	Human immunodeficiency virus 1 infection
5534	PPP3R1	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5535	PPP3R2	hsa04010	MAPK signaling pathway
5535	PPP3R2	hsa04020	Calcium signaling pathway
5535	PPP3R2	hsa04022	cGMP-PKG signaling pathway
5535	PPP3R2	hsa04114	Oocyte meiosis
5535	PPP3R2	hsa04218	Cellular senescence
5535	PPP3R2	hsa04310	Wnt signaling pathway
5535	PPP3R2	hsa04360	Axon guidance
5535	PPP3R2	hsa04370	VEGF signaling pathway
5535	PPP3R2	hsa04380	Osteoclast differentiation
5535	PPP3R2	hsa04625	C-type lectin receptor signaling pathway
5535	PPP3R2	hsa04650	Natural killer cell mediated cytotoxicity
5535	PPP3R2	hsa04658	Th1 and Th2 cell differentiation
5535	PPP3R2	hsa04659	Th17 cell differentiation
5535	PPP3R2	hsa04660	T cell receptor signaling pathway
5535	PPP3R2	hsa04662	B cell receptor signaling pathway
5535	PPP3R2	hsa04720	Long-term potentiation
5535	PPP3R2	hsa04724	Glutamatergic synapse
5535	PPP3R2	hsa04921	Oxytocin signaling pathway
5535	PPP3R2	hsa04922	Glucagon signaling pathway
5535	PPP3R2	hsa04924	Renin secretion
5535	PPP3R2	hsa05010	Alzheimer disease
5535	PPP3R2	hsa05014	Amyotrophic lateral sclerosis (ALS)
5535	PPP3R2	hsa05031	Amphetamine addiction
5535	PPP3R2	hsa05152	Tuberculosis
5535	PPP3R2	hsa05163	Human cytomegalovirus infection
5535	PPP3R2	hsa05166	Human T-cell leukemia virus 1 infection
5535	PPP3R2	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5535	PPP3R2	hsa05170	Human immunodeficiency virus 1 infection
5535	PPP3R2	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5536	PPP5C	hsa04010	MAPK signaling pathway
55799	CACNA2D3	hsa04010	MAPK signaling pathway
55799	CACNA2D3	hsa04260	Cardiac muscle contraction
55799	CACNA2D3	hsa04261	Adrenergic signaling in cardiomyocytes
55799	CACNA2D3	hsa04921	Oxytocin signaling pathway
55799	CACNA2D3	hsa05410	Hypertrophic cardiomyopathy (HCM)
55799	CACNA2D3	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
55799	CACNA2D3	hsa05414	Dilated cardiomyopathy (DCM)
55970	GNG12	hsa04010	MAPK signaling pathway
55970	GNG12	hsa04014	Ras signaling pathway
55970	GNG12	hsa04062	Chemokine signaling pathway
55970	GNG12	hsa04151	PI3K-Akt signaling pathway
55970	GNG12	hsa04371	Apelin signaling pathway
55970	GNG12	hsa04713	Circadian entrainment
55970	GNG12	hsa04723	Retrograde endocannabinoid signaling
55970	GNG12	hsa04724	Glutamatergic synapse
55970	GNG12	hsa04725	Cholinergic synapse
55970	GNG12	hsa04726	Serotonergic synapse
55970	GNG12	hsa04727	GABAergic synapse
55970	GNG12	hsa04728	Dopaminergic synapse
55970	GNG12	hsa04810	Regulation of actin cytoskeleton
55970	GNG12	hsa04926	Relaxin signaling pathway
55970	GNG12	hsa05032	Morphine addiction
55970	GNG12	hsa05034	Alcoholism
55970	GNG12	hsa05163	Human cytomegalovirus infection
55970	GNG12	hsa05167	Kaposi sarcoma-associated herpesvirus infection
55970	GNG12	hsa05170	Human immunodeficiency virus 1 infection
55970	GNG12	hsa05200	Pathways in cancer
5598	MAPK7	hsa04010	MAPK signaling pathway
5598	MAPK7	hsa04540	Gap junction
5598	MAPK7	hsa04657	IL-17 signaling pathway
5598	MAPK7	hsa04722	Neurotrophin signaling pathway
5598	MAPK7	hsa04912	GnRH signaling pathway
5598	MAPK7	hsa04921	Oxytocin signaling pathway
5598	MAPK7	hsa05206	MicroRNAs in cancer
5598	MAPK7	hsa05418	Fluid shear stress and atherosclerosis
5606	MAP2K3	hsa04010	MAPK signaling pathway
5606	MAP2K3	hsa04015	Rap1 signaling pathway
5606	MAP2K3	hsa04218	Cellular senescence
5606	MAP2K3	hsa04620	Toll-like receptor signaling pathway
5606	MAP2K3	hsa04664	Fc epsilon RI signaling pathway
5606	MAP2K3	hsa04668	TNF signaling pathway
5606	MAP2K3	hsa04714	Thermogenesis
5606	MAP2K3	hsa04750	Inflammatory mediator regulation of TRP channels
5606	MAP2K3	hsa04912	GnRH signaling pathway
5606	MAP2K3	hsa05014	Amyotrophic lateral sclerosis (ALS)
5606	MAP2K3	hsa05135	Yersinia infection
5606	MAP2K3	hsa05145	Toxoplasmosis
5606	MAP2K3	hsa05161	Hepatitis B
5606	MAP2K3	hsa05169	Epstein-Barr virus infection
5606	MAP2K3	hsa05170	Human immunodeficiency virus 1 infection
